Customer Code Unique|Volume Segment|Preferential Segment|City|Region|SR Tracking Code|Channel|Location type
13263|B|2|City 690|NORTH|888|Channel 2|Location Subtype 8
8952|B|2|City 390|NORTH|888|Channel 2|Location Subtype 8
14802|B|2|City 1049|CENTER|888|Channel 2|Location Subtype 8
14784|B|2|City 502|SOUTH|888|Channel 2|Location Subtype 8
7669|B|2|City 1049|CENTER|888|Channel 2|Location Subtype 8
13526|B|2|City 1005|SOUTH|888|Channel 2|Location Subtype 8
13869|B|2|City 503|NORTH|888|Channel 2|Location Subtype 8
20101|B|1|City 1091|NORTH|888|Channel 2|Location Subtype 9
17163|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 9
18791|B|2|City 165|CENTER|888|Channel 2|Location Subtype 9
17004|B|2|City 165|SOUTH|888|Channel 2|Location Subtype 9
5839|B|1|City 56|NORTH|888|Channel 2|Location Subtype 9
6409|B|1|City 425|NORTH|888|Channel 2|Location Subtype 9
8478|B|1|City 398|NORTH|888|Channel 2|Location Subtype 9
5512|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 9
6041|B|1|City 909|NORTH|888|Channel 2|Location Subtype 9
14459|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 9
15614|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 9
6946|B|2|City 56|NORTH|888|Channel 2|Location Subtype 9
5695|B|2|City 56|NORTH|888|Channel 2|Location Subtype 9
13533|B|2|City 1041|NORTH|888|Channel 2|Location Subtype 9
16514|B|2|City 340|CENTER|888|Channel 2|Location Subtype 9
18804|D|2|City 165|CENTER|888|Channel 2|Location Subtype 9
17671|D|2|City 165|SOUTH|888|Channel 2|Location Subtype 9
19743|A|1|City 321|CENTER|888|Channel 2|Location Subtype 11
15390|B|1|City 943|CENTER|888|Channel 2|Location Subtype 11
3168|B|2|City 943|CENTER|888|Channel 2|Location Subtype 11
16603|B|2|City 1049|CENTER|888|Channel 2|Location Subtype 11
17642|B|2|City 1049|CENTER|888|Channel 2|Location Subtype 11
2910|B|2|City 294|CENTER|888|Channel 2|Location Subtype 11
3208|B|1|City 340|CENTER|888|Channel 2|Location Subtype 11
2740|B|1|City 128|CENTER|888|Channel 2|Location Subtype 11
3140|B|1|City 489|CENTER|888|Channel 2|Location Subtype 11
3176|B|1|City 489|CENTER|888|Channel 2|Location Subtype 11
3154|B|1|City 943|CENTER|888|Channel 2|Location Subtype 11
16725|B|1|City 943|CENTER|888|Channel 2|Location Subtype 11
16197|B|1|City 135|CENTER|888|Channel 2|Location Subtype 11
3190|B|1|City 943|CENTER|888|Channel 2|Location Subtype 11
14816|B|1|City 408|CENTER|888|Channel 2|Location Subtype 11
7442|B|2|City 128|CENTER|888|Channel 2|Location Subtype 11
7566|B|2|City 340|CENTER|888|Channel 2|Location Subtype 11
3161|B|2|City 943|CENTER|888|Channel 2|Location Subtype 11
13242|B|2|City 321|CENTER|888|Channel 2|Location Subtype 11
5205|B|2|City 671|CENTER|888|Channel 2|Location Subtype 11
2798|B|2|City 128|CENTER|888|Channel 2|Location Subtype 11
13757|B|2|City 943|CENTER|888|Channel 2|Location Subtype 11
3217|B|2|City 340|CENTER|888|Channel 2|Location Subtype 11
14434|B|2|City 1049|CENTER|888|Channel 2|Location Subtype 11
3117|B|2|City 489|CENTER|888|Channel 2|Location Subtype 11
3103|B|2|City 247|CENTER|888|Channel 2|Location Subtype 11
2875|B|2|City 641|CENTER|888|Channel 2|Location Subtype 11
17636|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
15802|B|1|City 438|SOUTH|888|Channel 2|Location Subtype 11
5552|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
17127|B|2|City 139|SOUTH|888|Channel 2|Location Subtype 11
5021|B|1|City 727|SOUTH|888|Channel 2|Location Subtype 11
5430|B|1|City 1060|SOUTH|888|Channel 2|Location Subtype 11
5611|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
5253|B|1|City 1005|SOUTH|888|Channel 2|Location Subtype 11
5265|B|1|City 9|SOUTH|888|Channel 2|Location Subtype 11
5300|B|1|City 805|SOUTH|888|Channel 2|Location Subtype 11
5335|B|1|City 210|SOUTH|888|Channel 2|Location Subtype 11
13293|B|1|City 502|SOUTH|888|Channel 2|Location Subtype 11
5505|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
4753|B|1|City 191|SOUTH|888|Channel 2|Location Subtype 11
4748|B|1|City 191|SOUTH|888|Channel 2|Location Subtype 11
4898|B|1|City 1035|SOUTH|888|Channel 2|Location Subtype 11
5501|B|1|City 466|SOUTH|888|Channel 2|Location Subtype 11
5517|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
13311|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
13629|B|1|City 305|SOUTH|888|Channel 2|Location Subtype 11
16875|B|1|City 974|SOUTH|888|Channel 2|Location Subtype 11
13632|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
5267|B|1|City 805|SOUTH|888|Channel 2|Location Subtype 11
5290|B|1|City 645|SOUTH|888|Channel 2|Location Subtype 11
5400|B|1|City 903|SOUTH|888|Channel 2|Location Subtype 11
5439|B|1|City 1060|SOUTH|888|Channel 2|Location Subtype 11
5023|B|1|City 727|SOUTH|888|Channel 2|Location Subtype 11
5027|B|1|City 184|SOUTH|888|Channel 2|Location Subtype 11
5072|B|1|City 864|SOUTH|888|Channel 2|Location Subtype 11
5030|B|1|City 184|SOUTH|888|Channel 2|Location Subtype 11
14497|B|1|City 191|SOUTH|888|Channel 2|Location Subtype 11
14510|B|1|City 438|SOUTH|888|Channel 2|Location Subtype 11
15031|B|1|City 1016|SOUTH|888|Channel 2|Location Subtype 11
15578|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
5254|B|1|City 210|SOUTH|888|Channel 2|Location Subtype 11
5273|B|1|City 160|SOUTH|888|Channel 2|Location Subtype 11
5277|B|1|City 160|SOUTH|888|Channel 2|Location Subtype 11
5410|B|1|City 805|SOUTH|888|Channel 2|Location Subtype 11
9793|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
4755|B|1|City 191|SOUTH|888|Channel 2|Location Subtype 11
4801|B|1|City 305|SOUTH|888|Channel 2|Location Subtype 11
4814|B|1|City 945|SOUTH|888|Channel 2|Location Subtype 11
4828|B|1|City 191|SOUTH|888|Channel 2|Location Subtype 11
4854|B|1|City 945|SOUTH|888|Channel 2|Location Subtype 11
5251|B|1|City 502|SOUTH|888|Channel 2|Location Subtype 11
7891|B|1|City 218|SOUTH|888|Channel 2|Location Subtype 11
14098|B|1|City 24|SOUTH|888|Channel 2|Location Subtype 11
5247|B|2|City 210|SOUTH|888|Channel 2|Location Subtype 11
4691|B|2|City 976|SOUTH|888|Channel 2|Location Subtype 11
4803|B|2|City 191|SOUTH|888|Channel 2|Location Subtype 11
4820|B|2|City 945|SOUTH|888|Channel 2|Location Subtype 11
4843|B|2|City 191|SOUTH|888|Channel 2|Location Subtype 11
13547|B|2|City 421|SOUTH|888|Channel 2|Location Subtype 11
13527|B|2|City 645|SOUTH|888|Channel 2|Location Subtype 11
5438|B|2|City 1060|SOUTH|888|Channel 2|Location Subtype 11
5448|B|2|City 841|SOUTH|888|Channel 2|Location Subtype 11
5617|B|2|City 24|SOUTH|888|Channel 2|Location Subtype 11
5413|B|2|City 375|SOUTH|888|Channel 2|Location Subtype 11
5411|B|2|City 461|SOUTH|888|Channel 2|Location Subtype 11
5344|B|2|City 253|SOUTH|888|Channel 2|Location Subtype 11
14104|B|2|City 167|SOUTH|888|Channel 2|Location Subtype 11
14731|B|2|City 524|SOUTH|888|Channel 2|Location Subtype 11
5326|B|2|City 217|SOUTH|888|Channel 2|Location Subtype 11
4779|B|2|City 945|SOUTH|888|Channel 2|Location Subtype 11
5322|B|2|City 502|SOUTH|888|Channel 2|Location Subtype 11
5359|B|2|City 1060|SOUTH|888|Channel 2|Location Subtype 11
5628|B|2|City 24|SOUTH|888|Channel 2|Location Subtype 11
13019|D|1|City 71|SOUTH|888|Channel 2|Location Subtype 11
16522|D|1|City 71|SOUTH|888|Channel 2|Location Subtype 11
16025|D|2|City 1041|NORTH|888|Channel 2|Location Subtype 11
12956|A|1|City 722|NORTH|888|Channel 2|Location Subtype 11
9388|A|2|City 834|NORTH|888|Channel 2|Location Subtype 11
17034|A|2|City 834|NORTH|888|Channel 2|Location Subtype 11
17033|A|2|City 834|NORTH|888|Channel 2|Location Subtype 11
9424|A|1|City 834|NORTH|888|Channel 2|Location Subtype 11
9463|A|1|City 937|NORTH|888|Channel 2|Location Subtype 11
1951|A|2|City 165|SOUTH|888|Channel 2|Location Subtype 11
9426|A|2|City 834|NORTH|888|Channel 2|Location Subtype 11
9396|A|2|City 937|NORTH|888|Channel 2|Location Subtype 11
10114|A|2|City 1041|NORTH|888|Channel 2|Location Subtype 11
17036|A|2|City 821|NORTH|888|Channel 2|Location Subtype 11
9422|A|2|City 937|NORTH|888|Channel 2|Location Subtype 11
18664|A|1|City 165|CENTER|888|Channel 2|Location Subtype 11
335|A|1|City 165|SOUTH|888|Channel 2|Location Subtype 11
18650|A|1|City 165|CENTER|888|Channel 2|Location Subtype 11
315|A|1|City 165|SOUTH|888|Channel 2|Location Subtype 11
18596|D|2|City 165|CENTER|888|Channel 2|Location Subtype 11
238|D|2|City 165|SOUTH|888|Channel 2|Location Subtype 11
18715|B|2|City 609|CENTER|888|Channel 2|Location Subtype 11
14194|B|2|City 609|SOUTH|888|Channel 2|Location Subtype 11
18763|B|2|City 165|CENTER|888|Channel 2|Location Subtype 11
16145|B|2|City 165|SOUTH|888|Channel 2|Location Subtype 11
18430|B|2|City 729|CENTER|888|Channel 2|Location Subtype 11
16|B|2|City 729|SOUTH|888|Channel 2|Location Subtype 11
18657|B|2|City 165|CENTER|888|Channel 2|Location Subtype 11
328|B|2|City 165|SOUTH|888|Channel 2|Location Subtype 11
18687|B|2|City 165|CENTER|888|Channel 2|Location Subtype 11
1975|B|2|City 165|SOUTH|888|Channel 2|Location Subtype 11
18750|B|2|City 165|CENTER|888|Channel 2|Location Subtype 11
15901|B|2|City 165|SOUTH|888|Channel 2|Location Subtype 11
9449|B|2|City 937|NORTH|888|Channel 2|Location Subtype 11
21805|B|1|City 834|NORTH|888|Channel 2|Location Subtype 11
20225|B|2|City 834|NORTH|888|Channel 2|Location Subtype 11
20285|B|2|City 937|NORTH|888|Channel 2|Location Subtype 11
9425|B|1|City 873|NORTH|888|Channel 2|Location Subtype 11
9430|B|1|City 873|NORTH|888|Channel 2|Location Subtype 11
16254|B|1|City 750|NORTH|888|Channel 2|Location Subtype 11
9399|B|1|City 937|NORTH|888|Channel 2|Location Subtype 11
9641|B|2|City 279|NORTH|888|Channel 2|Location Subtype 11
10200|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
6976|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5894|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
5726|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
6957|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
8218|B|1|City 414|NORTH|888|Channel 2|Location Subtype 11
8721|B|1|City 835|NORTH|888|Channel 2|Location Subtype 11
8561|B|1|City 398|NORTH|888|Channel 2|Location Subtype 11
17702|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5684|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
15655|B|1|City 892|NORTH|888|Channel 2|Location Subtype 11
10209|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
17105|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
17614|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
8730|B|1|City 835|NORTH|888|Channel 2|Location Subtype 11
8737|B|1|City 835|NORTH|888|Channel 2|Location Subtype 11
12594|B|1|City 637|NORTH|888|Channel 2|Location Subtype 11
8517|B|1|City 398|NORTH|888|Channel 2|Location Subtype 11
12804|B|2|City 361|NORTH|888|Channel 2|Location Subtype 11
8635|B|2|City 398|NORTH|888|Channel 2|Location Subtype 11
12580|B|2|City 343|NORTH|888|Channel 2|Location Subtype 11
13857|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
16789|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
16534|B|2|City 398|NORTH|888|Channel 2|Location Subtype 11
17698|B|2|City 1041|NORTH|888|Channel 2|Location Subtype 11
10129|B|2|City 1041|NORTH|888|Channel 2|Location Subtype 11
20024|B|2|City 999|NORTH|888|Channel 2|Location Subtype 11
18403|B|2|City 1041|NORTH|888|Channel 2|Location Subtype 11
10455|B|1|City 1062|NORTH|888|Channel 2|Location Subtype 11
10249|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
16576|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
8118|B|1|City 414|NORTH|888|Channel 2|Location Subtype 11
5683|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
8289|B|1|City 123|NORTH|888|Channel 2|Location Subtype 11
17282|B|2|City 1041|NORTH|888|Channel 2|Location Subtype 11
17287|B|2|City 1041|NORTH|888|Channel 2|Location Subtype 11
5670|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
12836|B|2|City 601|NORTH|888|Channel 2|Location Subtype 11
8214|B|2|City 414|NORTH|888|Channel 2|Location Subtype 11
8969|B|2|City 665|NORTH|888|Channel 2|Location Subtype 11
15078|B|2|City 835|NORTH|888|Channel 2|Location Subtype 11
12972|B|2|City 414|NORTH|888|Channel 2|Location Subtype 11
9830|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5882|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5657|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5992|B|1|City 909|NORTH|888|Channel 2|Location Subtype 11
6170|B|1|City 443|NORTH|888|Channel 2|Location Subtype 11
6763|B|1|City 49|NORTH|888|Channel 2|Location Subtype 11
7997|B|1|City 722|NORTH|888|Channel 2|Location Subtype 11
8017|B|1|City 722|NORTH|888|Channel 2|Location Subtype 11
8050|B|1|City 117|NORTH|888|Channel 2|Location Subtype 11
13266|B|1|City 74|NORTH|888|Channel 2|Location Subtype 11
8847|B|1|City 498|NORTH|888|Channel 2|Location Subtype 11
5729|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
8574|B|1|City 361|NORTH|888|Channel 2|Location Subtype 11
12598|B|1|City 1108|NORTH|888|Channel 2|Location Subtype 11
10567|B|1|City 501|NORTH|888|Channel 2|Location Subtype 11
10548|B|1|City 711|NORTH|888|Channel 2|Location Subtype 11
10583|B|1|City 50|NORTH|888|Channel 2|Location Subtype 11
6958|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6743|B|1|City 1072|NORTH|888|Channel 2|Location Subtype 11
7921|B|1|City 722|NORTH|888|Channel 2|Location Subtype 11
7947|B|1|City 117|NORTH|888|Channel 2|Location Subtype 11
8006|B|1|City 722|NORTH|888|Channel 2|Location Subtype 11
6410|B|1|City 426|NORTH|888|Channel 2|Location Subtype 11
8161|B|1|City 414|NORTH|888|Channel 2|Location Subtype 11
8391|B|1|City 123|NORTH|888|Channel 2|Location Subtype 11
8149|B|1|City 414|NORTH|888|Channel 2|Location Subtype 11
10325|B|1|City 1053|NORTH|888|Channel 2|Location Subtype 11
8916|B|1|City 390|NORTH|888|Channel 2|Location Subtype 11
6134|B|1|City 443|NORTH|888|Channel 2|Location Subtype 11
6350|B|1|City 93|NORTH|888|Channel 2|Location Subtype 11
6433|B|1|City 425|NORTH|888|Channel 2|Location Subtype 11
6782|B|1|City 480|NORTH|888|Channel 2|Location Subtype 11
6639|B|1|City 121|NORTH|888|Channel 2|Location Subtype 11
12973|B|1|City 745|NORTH|888|Channel 2|Location Subtype 11
6321|B|1|City 443|NORTH|888|Channel 2|Location Subtype 11
10486|B|1|City 711|NORTH|888|Channel 2|Location Subtype 11
13931|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
14941|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
16301|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
13355|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
14713|B|1|City 835|NORTH|888|Channel 2|Location Subtype 11
5681|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5717|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6693|B|1|City 261|NORTH|888|Channel 2|Location Subtype 11
6849|B|1|City 520|NORTH|888|Channel 2|Location Subtype 11
8347|B|1|City 48|NORTH|888|Channel 2|Location Subtype 11
8857|B|1|City 989|NORTH|888|Channel 2|Location Subtype 11
8772|B|1|City 835|NORTH|888|Channel 2|Location Subtype 11
10205|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
8593|B|1|City 398|NORTH|888|Channel 2|Location Subtype 11
6054|B|1|City 991|NORTH|888|Channel 2|Location Subtype 11
6499|B|1|City 425|NORTH|888|Channel 2|Location Subtype 11
6045|B|1|City 655|NORTH|888|Channel 2|Location Subtype 11
6707|B|1|City 355|NORTH|888|Channel 2|Location Subtype 11
6758|B|1|City 560|NORTH|888|Channel 2|Location Subtype 11
8534|B|1|City 414|NORTH|888|Channel 2|Location Subtype 11
13812|B|1|City 909|NORTH|888|Channel 2|Location Subtype 11
13988|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5918|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5939|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5870|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6885|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5649|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5658|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6476|B|1|City 171|NORTH|888|Channel 2|Location Subtype 11
8513|B|1|City 414|NORTH|888|Channel 2|Location Subtype 11
5851|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6391|B|1|City 425|NORTH|888|Channel 2|Location Subtype 11
13532|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
5662|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6917|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5686|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6962|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5722|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
8940|B|1|City 390|NORTH|888|Channel 2|Location Subtype 11
8760|B|1|City 835|NORTH|888|Channel 2|Location Subtype 11
10184|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
10226|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
5702|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5904|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6211|B|1|City 443|NORTH|888|Channel 2|Location Subtype 11
8860|B|1|City 398|NORTH|888|Channel 2|Location Subtype 11
6924|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
8970|B|1|City 85|NORTH|888|Channel 2|Location Subtype 11
6127|B|1|City 991|NORTH|888|Channel 2|Location Subtype 11
6484|B|1|City 425|NORTH|888|Channel 2|Location Subtype 11
6884|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
14505|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
14782|B|1|City 722|NORTH|888|Channel 2|Location Subtype 11
13544|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
14534|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
14835|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
14837|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
15615|B|1|City 1041|NORTH|888|Channel 2|Location Subtype 11
6883|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6975|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
14706|B|1|City 737|NORTH|888|Channel 2|Location Subtype 11
5905|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5716|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
5646|B|1|City 56|NORTH|888|Channel 2|Location Subtype 11
6792|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
5860|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
5638|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
5819|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
6947|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
5742|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
6236|B|2|City 632|NORTH|888|Channel 2|Location Subtype 11
6263|B|2|City 443|NORTH|888|Channel 2|Location Subtype 11
6367|B|2|City 425|NORTH|888|Channel 2|Location Subtype 11
6488|B|2|City 425|NORTH|888|Channel 2|Location Subtype 11
6826|B|2|City 355|NORTH|888|Channel 2|Location Subtype 11
8403|B|2|City 123|NORTH|888|Channel 2|Location Subtype 11
7975|B|2|City 89|NORTH|888|Channel 2|Location Subtype 11
7987|B|2|City 1101|NORTH|888|Channel 2|Location Subtype 11
6965|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
6396|B|2|City 424|NORTH|888|Channel 2|Location Subtype 11
10512|B|2|City 711|NORTH|888|Channel 2|Location Subtype 11
8559|B|2|City 398|NORTH|888|Channel 2|Location Subtype 11
6298|B|2|City 443|NORTH|888|Channel 2|Location Subtype 11
6335|B|2|City 425|NORTH|888|Channel 2|Location Subtype 11
6801|B|2|City 480|NORTH|888|Channel 2|Location Subtype 11
6918|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
8840|B|2|City 390|NORTH|888|Channel 2|Location Subtype 11
14508|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
15822|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
16010|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
13354|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
13359|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
15524|B|2|City 935|NORTH|888|Channel 2|Location Subtype 11
15758|B|2|City 737|NORTH|888|Channel 2|Location Subtype 11
5696|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
6065|B|2|City 909|NORTH|888|Channel 2|Location Subtype 11
6585|B|2|City 310|NORTH|888|Channel 2|Location Subtype 11
15628|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
13358|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
15643|B|2|City 390|NORTH|888|Channel 2|Location Subtype 11
13590|B|2|City 425|NORTH|888|Channel 2|Location Subtype 11
13593|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
5799|B|2|City 56|NORTH|888|Channel 2|Location Subtype 11
